RegionName,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30
California,127490.20189003435,129400.6651835775,131311.12847712063,133221.59177066377,135132.0550642069,137042.51835775003,138952.98165129317,140863.44494483632,142773.90823837946,144684.37153192257,146594.83482546572,148505.29811900886,150415.761412552,152326.22470609512,154236.68799963826,156147.1512931814,158057.61458672455,159968.07788026767,161878.5411738108,163789.00446735395,165699.4677608971,167609.9310544402,169520.39434798335,171430.8576415265,173341.32093506964,175251.78422861279,177162.2475221559,179072.71081569904,180983.1741092422,182893.6374027853,184804.10069632845,186714.5639898716,188625.02728341473,190535.49057695788,192445.953870501,194356.41716404413,196266.88045758728,198177.3437511304,200087.80704467354,201998.27033821668,203908.73363175982,205819.19692530297,207729.6602188461,209640.12351238923,211550.58680593237,213461.05009947548,215371.51339301863,217281.97668656177,219192.43998010491,221102.90327364806,223013.3665671912,224923.82986073432,226834.29315427746,228744.75644782057,230655.21974136372,232565.68303490686,234476.14632845,236386.60962199315,238297.0729155363,240207.5362090794,242117.99950262255,244028.46279616567,245938.9260897088,247849.38938325195,249759.8526767951,251670.31597033824,253580.77926388138,255491.24255742453,257401.70585096764,259312.16914451076,261222.6324380539,263133.09573159704,265043.5590251402,266954.02231868333,268864.4856122265,270774.9489057696,272685.41219931276,274595.87549285585,276506.338786399,278416.80207994214,280327.2653734853,282237.7286670284,284148.19196057157,286058.6552541147,287969.11854765785,289879.58184120094,291790.0451347441,293700.5084282872,295610.97172183037,297521.4350153735,299431.89830891666,301342.3616024598,303252.82489600295,305163.28818954603,307073.7514830892,308984.2147766323,310894.67807017546,312805.1413637186,314715.60465726175,316626.0679508049,318536.53124434804,320446.9945378912,322357.45783143427,324267.9211249774,326178.38441852055,328088.8477120637,329999.31100560684,331909.77429915,333820.2375926931,335730.70088623627,337641.16417977936,339551.6274733225,341462.09076686564,343372.5540604088,345283.01735395193,347193.4806474951,349103.9439410382,351014.40723458136,352924.87052812445,354835.3338216676,356745.79711521073,358656.2604087539,360566.723702297,362477.18699584017,364387.6502893833,366298.11358292645,368208.57687646954,370119.0401700127,372029.5034635558,373939.96675709897,375850.4300506421,377760.89334418526,379671.3566377284,381581.81993127154,383492.2832248147,385402.7465183578,387313.2098119009,389223.67310544406,391134.1363989872,393044.59969253035,394955.0629860735,396865.52627961664,398775.9895731598,400686.4528667029,402596.91616024607,404507.37945378915,406417.8427473323,408328.30604087544,410238.7693344186,412149.2326279617,414059.69592150487,415970.159215048,417880.62250859116,419791.08580213424,421701.5490956774,423612.01238922053,425522.4756827637,427432.9389763068,429343.40226984996,431253.8655633931,433164.32885693625,435074.7921504794,436985.2554440225,438895.7187375656,440806.18203110876,442716.6453246519,444627.10861819505,446537.5719117382,448448.03520528134,450358.4984988245,452268.96179236757,454179.4250859107,456089.88837945386,458000.351672997,459910.81496654014,461821.2782600833,463731.74155362643,465642.2048471696,467552.66814071266,469463.1314342558,471373.59472779895,473284.0580213421,475194.52131488523,477104.9846084284,479015.4479019715,480925.91119551467,482836.37448905775,484746.8377826009,486657.30107614404,488567.7643696872,490478.2276632303,492388.69095677347,494299.1542503166,496209.61754385976,498120.0808374029,500030.544130946,501941.00742448913,503851.4707180323,505761.9340115754,507672.39730511856,509582.8605986617,511493.32389220485,513403.787185748,515314.2504792911,517224.7137728342,519135.17706637736,521045.6403599205,522956.10365346365,524866.5669470067,526777.0302405499,528687.493534093,530597.9568276361,532508.4201211793,534418.8834147224,536329.3467082656,538239.8100018087,540150.2732953519,542060.736588895,543971.1998824382,545881.6631759813,547792.1264695243,549702.5897630675,551613.0530566106,553523.5163501538,555433.9796436969,557344.4429372401,559254.9062307832,561165.3695243264,563075.8328178695,564986.2961114126,566896.7594049558,568807.2226984989,570717.6859920421,572628.1492855852,574538.6125791284,576449.0758726714,578359.5391662145,580270.0024597577,582180.4657533008,584090.929046844,586001.3923403871,587911.8556339303,589822.3189274734,591732.7822210166,593643.2455145597,595553.7088081028,597464.172101646,599374.635395189,601285.0986887323,603195.5619822753,605106.0252758185,607016.4885693616,608926.9518629047,610837.4151564479,612747.878449991,614658.3417435342,616568.8050370773,618479.2683306205,620389.7316241636,622300.1949177068,624210.6582112499,626121.121504793,628031.5847983361,629942.0480918792,631852.5113854224,633762.9746789655,635673.4379725087,637583.9012660518,639494.364559595,641404.8278531381,643315.2911466812,645225.7544402244,647136.2177337675,649046.6810273107,650957.1443208538,652867.607614397,654778.07090794,656688.5342014832,658598.9974950263,660509.4607885695,662419.9240821126,664330.3873756557,666240.8506691989,668151.313962742,670061.7772562852,671972.2405498283,673882.7038433715,675793.1671369146,677703.6304304578,679614.0937240008,681524.5570175439,683435.0203110871,685345.4836046302,687255.9468981734,689166.4101917165,691076.8734852597,692987.3367788028,694897.800072346,696808.2633658891,698718.7266594322,700629.1899529754,702539.6532465185,704450.1165400617,706360.5798336047,708271.043127148,710181.506420691
Texas,97021.83397766322,97283.81093778259,97545.78789790196,97807.76485802133,98069.7418181407,98331.71877826007,98593.69573837945,98855.67269849882,99117.64965861819,99379.62661873756,99641.60357885693,99903.5805389763,100165.55749909567,100427.53445921504,100689.5114193344,100951.48837945377,101213.46533957314,101475.44229969251,101737.4192598119,101999.39621993127,102261.37318005064,102523.35014017,102785.32710028937,103047.30406040874,103309.28102052811,103571.25798064748,103833.23494076685,104095.21190088622,104357.18886100559,104619.16582112497,104881.14278124434,105143.11974136371,105405.09670148308,105667.07366160245,105929.05062172182,106191.02758184119,106453.00454196056,106714.98150207993,106976.9584621993,107238.93542231867,107500.91238243805,107762.8893425574,108024.86630267679,108286.84326279616,108548.82022291553,108810.7971830349,109072.77414315427,109334.75110327364,109596.728063393,109858.70502351238,110120.68198363174,110382.65894375111,110644.63590387048,110906.61286398987,111168.58982410924,111430.5667842286,111692.54374434798,111954.52070446734,112216.49766458671,112478.47462470608,112740.45158482545,113002.42854494482,113264.40550506419,113526.38246518356,113788.35942530294,114050.3363854223,114312.31334554168,114574.29030566105,114836.26726578042,115098.24422589979,115360.22118601916,115622.19814613853,115884.1751062579,116146.15206637727,116408.12902649664,116670.10598661602,116932.08294673538,117194.05990685476,117456.03686697413,117718.0138270935,117979.99078721287,118241.96774733224,118503.9447074516,118765.92166757098,119027.89862769035,119289.87558780971,119551.8525479291,119813.82950804845,120075.80646816784,120337.7834282872,120599.76038840658,120861.73734852594,121123.71430864531,121385.69126876468,121647.66822888405,121909.64518900342,122171.62214912279,122433.59910924216,122695.57606936153,122957.55302948091,123219.52998960027,123481.50694971965,123743.48390983902,124005.46086995839,124267.43783007776,124529.41479019713,124791.3917503165,125053.36871043587,125315.34567055524,125577.32263067461,125839.29959079399,126101.27655091335,126363.25351103273,126625.2304711521,126887.20743127147,127149.18439139084,127411.1613515102,127673.13831162958,127935.11527174895,128197.09223186832,128459.06919198768,128721.04615210707,128983.02311222642,129245.0000723458,129506.97703246518,129768.95399258455,130030.93095270391,130292.90791282328,130554.88487294265,130816.86183306202,131078.8387931814,131340.81575330076,131602.79271342015,131864.7696735395,132126.74663365888,132388.72359377824,132650.70055389762,132912.67751401698,133174.65447413636,133436.63143425575,133698.6083943751,133960.58535449445,134222.56231461384,134484.53927473322,134746.51623485258,135008.49319497196,135270.47015509132,135532.4471152107,135794.42407533005,136056.40103544944,136318.3779955688,136580.35495568818,136842.33191580756,137104.30887592692,137366.28583604627,137628.26279616565,137890.23975628504,138152.2167164044,138414.19367652378,138676.17063664313,138938.14759676252,139200.1245568819,139462.10151700125,139724.0784771206,139986.05543724,140248.03239735938,140510.00935747873,140771.98631759812,141033.96327771747,141295.94023783685,141557.9171979562,141819.8941580756,142081.87111819495,142343.84807831433,142605.82503843372,142867.80199855307,143129.77895867242,143391.7559187918,143653.7328789112,143915.70983903055,144177.68679914993,144439.6637592693,144701.64071938867,144963.61767950802,145225.5946396274,145487.57159974676,145749.54855986615,146011.52551998553,146273.5024801049,146535.47944022424,146797.45640034362,147059.433360463,147321.41032058236,147583.38728070175,147845.3642408211,148107.3412009405,148369.31816105987,148631.29512117922,148893.27208129858,149155.24904141796,149417.22600153735,149679.2029616567,149941.17992177609,150203.15688189544,150465.13384201482,150727.11080213418,150989.08776225356,151251.06472237292,151513.0416824923,151775.01864261169,152036.99560273104,152298.9725628504,152560.94952296978,152822.92648308916,153084.90344320852,153346.8804033279,153608.85736344726,153870.83432356664,154132.811283686,154394.78824380538,154656.76520392473,154918.74216404412,155180.7191241635,155442.69608428286,155704.6730444022,155966.6500045216,156228.62696464098,156490.60392476033,156752.58088487972,157014.55784499907,157276.53480511846,157538.51176523784,157800.4887253572,158062.46568547655,158324.44264559593,158586.41960571532,158848.39656583467,159110.37352595406,159372.3504860734,159634.3274461928,159896.30440631215,160158.28136643153,160420.2583265509,160682.23528667027,160944.21224678966,161206.189206909,161468.16616702836,161730.14312714775,161992.12008726713,162254.0970473865,162516.07400750587,162778.05096762523,163040.0279277446,163302.004887864,163563.98184798335,163825.9588081027,164087.9357682221,164349.91272834147,164611.88968846083,164873.86664858018,165135.84360869956,165397.82056881895,165659.79752893833,165921.7744890577,166183.75144917704,166445.72840929643,166707.7053694158,166969.68232953516,167231.65928965452,167493.6362497739,167755.6132098933,168017.59017001264,168279.567130132,168541.54409025138,168803.52105037076,169065.49801049015,169327.4749706095,169589.45193072886,169851.42889084824,170113.40585096763,170375.38281108698,170637.35977120633,170899.33673132572,171161.3136914451,171423.29065156446,171685.2676116838,171947.2445718032,172209.22153192258,172471.19849204196,172733.17545216132,172995.15241228067,173257.12937240006,173519.10633251944,173781.0832926388,174043.06025275815,174305.03721287753,174567.01417299692,174828.9911331163,175090.96809323566,175352.945053355,175614.9220134744,175876.89897359378,176138.87593371313,176400.8528938325,176662.82985395187,176924.80681407126
New York,122142.78436426117,123032.80118466269,123922.81800506421,124812.83482546573,125702.85164586725,126592.86846626876,127482.88528667028,128372.9021070718,129262.91892747332,130152.93574787484,131042.95256827636,131932.96938867788,132822.9862090794,133713.00302948093,134603.01984988243,135493.03667028397,136383.05349068547,137273.070311087,138163.08713148852,139053.10395189002,139943.12077229156,140833.13759269306,141723.1544130946,142613.1712334961,143503.18805389764,144393.20487429915,145283.22169470068,146173.2385151022,147063.25533550372,147953.27215590523,148843.28897630674,149733.30579670827,150623.32261710978,151513.3394375113,152403.35625791282,153293.37307831435,154183.38989871586,155073.40671911737,155963.4235395189,156853.4403599204,157743.45718032194,158633.47400072345,159523.490821125,160413.5076415265,161303.524461928,162193.54128232953,163083.55810273107,163973.57492313258,164863.59174353408,165753.60856393562,166643.62538433712,167533.64220473866,168423.65902514016,169313.6758455417,170203.6926659432,171093.7094863447,171983.72630674625,172873.74312714778,173763.7599475493,174653.7767679508,175543.79358835233,176433.81040875384,177323.82722915534,178213.84404955688,179103.86086995841,179993.87769035992,180883.89451076143,181773.91133116296,182663.92815156447,183553.944971966,184443.9617923675,185333.97861276905,186223.99543317055,187114.01225357206,188004.0290739736,188894.04589437513,189784.06271477664,190674.07953517814,191564.09635557968,192454.11317598118,193344.1299963827,194234.14681678422,195124.16363718576,196014.18045758727,196904.19727798877,197794.2140983903,198684.23091879184,199574.24773919332,200464.26455959486,201354.2813799964,202244.2982003979,203134.3150207994,204024.33184120094,204914.34866160247,205804.36548200398,206694.3823024055,207584.39912280702,208474.41594320853,209364.43276361004,210254.44958401157,211144.4664044131,212034.4832248146,212924.50004521612,213814.51686561765,214704.5336860192,215594.5505064207,216484.5673268222,217374.58414722374,218264.60096762524,219154.61778802675,220044.63460842828,220934.65142882982,221824.66824923133,222714.68506963283,223604.70189003437,224494.71871043587,225384.73553083738,226274.75235123892,227164.76917164045,228054.78599204196,228944.80281244346,229834.819632845,230724.83645324653,231614.85327364804,232504.87009404955,233394.88691445108,234284.9037348526,235174.9205552541,236064.93737565563,236954.95419605717,237844.97101645867,238734.98783686018,239625.0046572617,240515.02147766322,241405.03829806473,242295.05511846626,243185.0719388678,244075.0887592693,244965.1055796708,245855.12240007235,246745.13922047388,247635.1560408754,248525.1728612769,249415.18968167843,250305.20650207993,251195.22332248144,252085.24014288298,252975.2569632845,253865.27378368602,254755.29060408752,255645.30742448906,256535.32424489057,257425.3410652921,258315.3578856936,259205.37470609514,260095.39152649665,260985.40834689816,261875.4251672997,262765.4419877012,263655.45880810276,264545.47562850424,265435.4924489058,266325.50926930725,267215.5260897088,268105.5429101103,268995.55973051186,269885.5765509134,270775.59337131487,271665.6101917164,272555.6270121179,273445.6438325194,274335.66065292095,275225.6774733225,276115.694293724,277005.7111141255,277895.72793452704,278785.7447549285,279675.76157533005,280565.7783957316,281455.7952161331,282345.81203653465,283235.8288569362,284125.84567733767,285015.86249773914,285905.8793181407,286795.8961385422,287685.91295894375,288575.9297793453,289465.9465997468,290355.9634201483,291245.98024054983,292135.9970609513,293026.01388135285,293916.0307017544,294806.0475221559,295696.06434255745,296586.08116295893,297476.09798336047,298366.11480376194,299256.1316241635,300146.148444565,301036.16526496655,301926.1820853681,302816.19890576956,303706.2157261711,304596.2325465726,305486.2493669741,306376.26618737564,307266.2830077772,308156.2998281787,309046.31664858025,309936.3334689817,310826.3502893832,311716.36710978474,312606.3839301863,313496.4007505878,314386.41757098935,315276.4343913909,316166.45121179236,317056.4680321939,317946.4848525954,318836.5016729969,319726.51849339844,320616.5353138,321506.5521342015,322396.568954603,323286.5857750045,324176.602595406,325066.61941580754,325956.6362362091,326846.6530566106,327736.66987701214,328626.6866974136,329516.70351781516,330406.72033821663,331296.73715861817,332186.7539790197,333076.77079942124,333966.7876198228,334856.80444022425,335746.8212606258,336636.83808102726,337526.8549014288,338416.87172183034,339306.88854223187,340196.9053626334,341086.92218303494,341976.9390034364,342866.9558238379,343756.97264423943,344646.98946464097,345537.0062850425,346427.02310544404,347317.0399258456,348207.05674624705,349097.0735666486,349987.09038705006,350877.1072074516,351767.12402785313,352657.14084825467,353547.1576686562,354437.1744890577,355327.1913094592,356217.2081298607,357107.2249502622,357997.24177066376,358887.2585910653,359777.27541146684,360667.2922318683,361557.30905226985,362447.3258726713,363337.34269307286,364227.3595134744,365117.37633387593,366007.39315427747,366897.40997467894,367787.4267950805,368677.44361548196,369567.4604358835,370457.477256285,371347.49407668656,372237.5108970881,373127.52771748963,374017.5445378911,374907.5613582926,375797.5781786941,376687.59499909566,377577.6118194972,378467.6286398987,379357.64546030026,380247.66228070174,381137.6791011033,382027.69592150475,382917.7127419063,383807.7295623078,384697.74638270936,385587.7632031109,386477.78002351243,387367.79684391385,388257.8136643154,389147.8304847169,390037.84730511846,390927.86412552,391817.8809459215,392707.89776632306,393597.9145867245
Florida,91280.10502577318,91936.37255154637,92592.64007731958,93248.90760309277,93905.17512886597,94561.44265463916,95217.71018041237,95873.97770618556,96530.24523195875,97186.51275773195,97842.78028350514,98499.04780927835,99155.31533505153,99811.58286082474,100467.85038659793,101124.11791237112,101780.38543814432,102436.65296391751,103092.92048969072,103749.18801546391,104405.45554123711,105061.7230670103,105717.99059278349,106374.2581185567,107030.52564432989,107686.79317010309,108343.06069587628,108999.32822164948,109655.59574742267,110311.86327319586,110968.13079896907,111624.39832474226,112280.66585051546,112936.93337628865,113593.20090206186,114249.46842783505,114905.73595360824,115562.00347938144,116218.27100515463,116874.53853092784,117530.80605670103,118187.07358247423,118843.34110824742,119499.60863402061,120155.87615979381,120812.143685567,121468.41121134021,122124.6787371134,122780.9462628866,123437.21378865979,124093.48131443298,124749.74884020619,125406.01636597939,126062.28389175258,126718.55141752577,127374.81894329897,128031.08646907216,128687.35399484535,129343.62152061856,129999.88904639176,130656.15657216495,131312.42409793814,131968.69162371135,132624.95914948452,133281.22667525773,133937.49420103093,134593.76172680414,135250.02925257734,135906.29677835052,136562.56430412372,137218.8318298969,137875.0993556701,138531.3668814433,139187.6344072165,139843.9019329897,140500.1694587629,141156.4369845361,141812.70451030927,142468.97203608247,143125.23956185568,143781.50708762888,144437.77461340209,145094.04213917526,145750.30966494847,146406.57719072164,147062.84471649484,147719.11224226805,148375.37976804125,149031.64729381446,149687.91481958763,150344.18234536084,151000.449871134,151656.71739690722,152312.98492268042,152969.25244845363,153625.51997422683,154281.7875,154938.0550257732,155594.3225515464,156250.5900773196,156906.8576030928,157563.125128866,158219.3926546392,158875.66018041238,159531.92770618558,160188.19523195876,160844.46275773196,161500.73028350517,162156.99780927837,162813.26533505158,163469.53286082475,164125.80038659796,164782.06791237113,165438.33543814434,166094.60296391754,166750.87048969074,167407.13801546395,168063.40554123712,168719.67306701033,169375.9405927835,170032.2081185567,170688.4756443299,171344.74317010312,172001.01069587632,172657.2782216495,173313.5457474227,173969.81327319588,174626.08079896908,175282.34832474228,175938.6158505155,176594.8833762887,177251.15090206187,177907.41842783507,178563.68595360825,179219.95347938145,179876.22100515466,180532.48853092786,181188.75605670107,181845.02358247424,182501.29110824745,183157.55863402062,183813.82615979383,184470.09368556703,185126.36121134023,185782.62873711344,186438.8962628866,187095.16378865982,187751.431314433,188407.6988402062,189063.9663659794,189720.2338917526,190376.5014175258,191032.768943299,191689.0364690722,192345.30399484537,193001.57152061857,193657.83904639177,194314.10657216498,194970.37409793818,195626.64162371136,196282.90914948456,196939.17667525774,197595.44420103094,198251.71172680415,198907.97925257735,199564.24677835056,200220.51430412373,200876.78182989694,201533.0493556701,202189.31688144332,202845.58440721652,203501.85193298972,204158.11945876293,204814.3869845361,205470.6545103093,206126.92203608248,206783.1895618557,207439.4570876289,208095.7246134021,208751.9921391753,209408.25966494848,210064.52719072168,210720.79471649486,211377.06224226806,212033.32976804127,212689.59729381447,213345.86481958767,214002.13234536085,214658.39987113405,215314.66739690723,215970.93492268043,216627.20244845364,217283.46997422684,217939.73750000005,218596.00502577322,219252.27255154643,219908.5400773196,220564.8076030928,221221.075128866,221877.34265463921,222533.61018041242,223189.87770618562,223846.14523195877,224502.41275773197,225158.68028350518,225814.94780927838,226471.2153350516,227127.4828608248,227783.750386598,228440.01791237114,229096.28543814435,229752.55296391755,230408.82048969076,231065.08801546396,231721.35554123716,232377.62306701037,233033.89059278351,233690.15811855672,234346.42564432992,235002.69317010313,235658.96069587633,236315.22822164954,236971.49574742274,237627.7632731959,238284.0307989691,238940.2983247423,239596.5658505155,240252.8333762887,240909.1009020619,241565.3684278351,242221.63595360826,242877.90347938146,243534.17100515467,244190.43853092787,244846.70605670108,245502.97358247428,246159.2411082475,246815.50863402063,247471.77615979384,248128.04368556704,248784.31121134025,249440.57873711345,250096.84626288665,250753.11378865986,251409.381314433,252065.6488402062,252721.9163659794,253378.18389175262,254034.45141752582,254690.71894329903,255346.98646907223,256003.25399484538,256659.52152061858,257315.7890463918,257972.056572165,258628.3240979382,259284.5916237114,259940.8591494846,260597.12667525775,261253.39420103095,261909.66172680416,262565.92925257736,263222.19677835057,263878.4643041238,264534.731829897,265190.9993556701,265847.2668814433,266503.53440721653,267159.80193298974,267816.06945876294,268472.33698453614,269128.60451030935,269784.8720360825,270441.1395618557,271097.4070876289,271753.6746134021,272409.9421391753,273066.2096649485,273722.4771907217,274378.74471649487,275035.0122422681,275691.2797680413,276347.5472938145,277003.8148195877,277660.0823453609,278316.3498711341,278972.61739690724,279628.88492268045,280285.15244845365,280941.41997422685,281597.68750000006,282253.95502577326,282910.22255154647,283566.4900773196,284222.7576030928,284879.025128866,285535.2926546392,286191.56018041243,286847.82770618564,287504.09523195884,288160.362757732,288816.6302835052,289472.8978092784,290129.1653350516,290785.4328608248,291441.700386598
