RegionName,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30
New Jersey,294967.66460055095,295244.69320670416,295521.7218128573,295798.7504190105,296075.77902516373,296352.80763131694,296629.83623747015,296906.86484362336,297183.8934497766,297460.9220559298,297737.950662083,298014.9792682362,298292.0078743894,298569.0364805426,298846.06508669583,299123.09369284904,299400.12229900225,299677.1509051554,299954.1795113086,300231.2081174618,300508.23672361503,300785.26532976824,301062.29393592145,301339.32254207466,301616.35114822787,301893.3797543811,302170.4083605343,302447.4369666875,302724.46557284065,303001.49417899386,303278.52278514707,303555.5513913003,303832.5799974535,304109.6086036067,304386.6372097599,304663.6658159131,304940.6944220663,305217.72302821954,305494.75163437275,305771.78024052596,306048.80884667917,306325.8374528324,306602.8660589855,306879.89466513874,307156.92327129195,307433.95187744516,307710.98048359837,307988.0090897516,308265.0376959048,308542.066302058,308819.0949082112,309096.1235143644,309373.1521205176,309650.1807266708,309927.209332824,310204.2379389772,310481.2665451304,310758.2951512836,311035.3237574368,311312.35236359003,311589.38096974324,311866.40957589645,312143.43818204966,312420.4667882029,312697.4953943561,312974.5240005093,313251.5526066625,313528.58121281565,313805.60981896886,314082.6384251221,314359.6670312753,314636.6956374285,314913.7242435817,315190.7528497349,315467.7814558881,315744.81006204133,316021.83866819454,316298.8672743477,316575.8958805009,316852.9244866541,317129.9530928073,317406.98169896053,317684.01030511374,317961.03891126695,318238.06751742016,318515.09612357337,318792.1247297266,319069.1533358798,319346.181942033,319623.2105481862,319900.2391543394,320177.2677604926,320454.29636664584,320731.324972799,321008.3535789522,321285.3821851054,321562.4107912586,321839.4393974118,322116.46800356504,322393.49660971825,322670.52521587146,322947.55382202467,323224.5824281779,323501.611034331,323778.63964048424,324055.66824663745,324332.69685279066,324609.72545894387,324886.7540650971,325163.7826712503,325440.8112774035,325717.8398835567,325994.8684897099,326271.8970958631,326548.92570201633,326825.95430816954,327102.98291432275,327380.01152047596,327657.0401266292,327934.0687327823,328211.09733893553,328488.12594508874,328765.15455124195,329042.18315739516,329319.2117635484,329596.2403697016,329873.2689758548,330150.297582008,330427.32618816115,330704.35479431436,330981.3834004676,331258.4120066208,331535.440612774,331812.4692189272,332089.4978250804,332366.5264312336,332643.55503738683,332920.58364354004
Virginia,223922.1220385675,224375.72825080447,224829.33446304142,225282.94067527837,225736.54688751535,226190.15309975232,226643.75931198927,227097.36552422622,227550.9717364632,228004.57794870014,228458.1841609371,228911.79037317407,229365.39658541104,229819.002797648,230272.60900988494,230726.21522212191,231179.8214343589,231633.42764659584,232087.0338588328,232540.64007106976,232994.2462833067,233447.85249554366,233901.45870778064,234355.0649200176,234808.67113225456,235262.2773444915,235715.88355672848,236169.48976896546,236623.0959812024,237076.70219343936,237530.30840567633,237983.91461791328,238437.52083015023,238891.1270423872,239344.73325462418,239798.33946686113,240251.94567909808,240705.55189133505,241159.15810357203,241612.76431580898,242066.37052804593,242519.9767402829,242973.58295251985,243427.1891647568,243880.79537699377,244334.40158923075,244788.0078014677,245241.61401370465,245695.22022594162,246148.8264381786,246602.43265041555,247056.0388626525,247509.64507488947,247963.25128712642,248416.85749936337,248870.46371160034,249324.06992383732,249777.67613607427,250231.28234831122,250684.8885605482,251138.49477278517,251592.10098502212,252045.70719725906,252499.31340949604,252952.919621733,253406.52583396994,253860.1320462069,254313.7382584439,254767.34447068084,255220.95068291778,255674.55689515476,256128.16310739174,256581.7693196287,257035.37553186563,257488.9817441026,257942.58795633956,258396.1941685765,258849.80038081348,259303.40659305046,259757.0128052874,260210.61901752435,260664.22522976133,261117.8314419983,261571.43765423523,262025.0438664722,262478.6500787092,262932.25629094616,263385.8625031831,263839.46871542005,264293.074927657,264746.68113989395,265200.2873521309,265653.8935643679,266107.4997766049,266561.1059888418,267014.7122010788,267468.31841331575,267921.9246255527,268375.53083778964,268829.1370500266,269282.7432622636,269736.3494745005,270189.9556867375,270643.56189897447,271097.1681112114,271550.77432344836,272004.38053568534,272457.9867479223,272911.5929601593,273365.1991723962,273818.8053846332,274272.41159687017,274726.0178091071,275179.62402134406,275633.23023358104,276086.83644581796,276540.44265805493,276994.0488702919,277447.6550825289,277901.26129476586,278354.8675070028,278808.47371923976,279262.07993147674,279715.68614371365,280169.29235595063,280622.8985681876,281076.5047804245,281530.11099266156,281983.7172048985,282437.32341713546,282890.92962937243,283344.53584160935,283798.1420538463,284251.7482660833,284705.3544783202,285158.9606905572,285612.5669027942,286066.1731150311
Washington,197727.51349862257,199379.14156307152,201030.76962752047,202682.39769196935,204334.0257564183,205985.65382086718,207637.28188531613,209288.90994976502,210940.53801421396,212592.1660786629,214243.7941431118,215895.42220756074,217547.05027200963,219198.67833645857,220850.30640090752,222501.9344653564,224153.56252980535,225805.19059425424,227456.81865870318,229108.44672315207,230760.074787601,232411.70285204996,234063.33091649885,235714.9589809478,237366.58704539668,239018.21510984562,240669.8431742945,242321.47123874346,243973.0993031924,245624.7273676413,247276.35543209023,248927.98349653912,250579.61156098807,252231.23962543695,253882.8676898859,255534.49575433484,257186.12381878373,258837.75188323268,260489.37994768156,262141.0080121305,263792.6360765794,265444.26414102834,267095.8922054773,268747.5202699262,270399.1483343751,272050.776398824,273702.40446327295,275354.03252772184,277005.6605921708,278657.2886566197,280308.9167210686,281960.54478551756,283612.17284996645,285263.8009144154,286915.4289788643,288567.0570433132,290218.68510776217,291870.31317221106,293521.94123666,295173.5693011089,296825.19736555783,298476.8254300067,300128.45349445567,301780.0815589046,303431.7096233535,305083.33768780244,306734.96575225133,308386.5938167003,310038.2218811492,311689.8499455981,313341.47801004705,314993.10607449594,316644.7341389449,318296.3622033938,319947.9902678427,321599.61833229166,323251.24639674055,324902.8744611895,326554.5025256384,328206.1305900873,329857.7586545362,331509.38671898516,333161.0147834341,334812.642847883,336464.27091233194,338115.8989767808,339767.52704122977,341419.15510567866,343070.7831701276,344722.41123457655,346374.03929902543,348025.6673634744,349677.29542792327,351328.9234923722,352980.5515568211,354632.17962127004,356283.807685719,357935.4357501679,359587.0638146168,361238.6918790657,362890.31994351465,364541.94800796354,366193.5760724125,367845.20413686143,369496.8322013103,371148.46026575926,372800.08833020815,374451.7163946571,376103.344459106,377754.9725235549,379406.6005880039,381058.22865245276,382709.8567169017,384361.4847813506,386013.11284579954,387664.7409102485,389316.36897469737,390967.9970391463,392619.6251035952,394271.25316804415,395922.88123249303,397574.509296942,399226.1373613909,400877.7654258398,402529.39349028876,404181.02155473764,405832.6496191866,407484.2776836355,409135.9057480844,410787.53381253337,412439.16187698225,414090.7899414312,415742.4180058801,417394.04607032903,419045.6741347779,420697.30219922686,422348.9302636758,424000.5583281247
Massachusetts,289873.72727272724,291006.0289152024,292138.3305576776,293270.63220015273,294402.9338426279,295535.2354851031,296667.5371275783,297799.83877005347,298932.14041252865,300064.44205500383,301196.74369747896,302329.04533995414,303461.34698242927,304593.64862490445,305725.95026737964,306858.2519098548,307990.55355233,309122.8551948052,310255.1568372804,311387.45847975556,312519.7601222307,313652.06176470587,314784.363407181,315916.6650496562,317048.96669213136,318181.26833460655,319313.56997708173,320445.8716195569,321578.1732620321,322710.4749045072,323842.7765469824,324975.0781894576,326107.3798319327,327239.6814744079,328371.9831168831,329504.28475935827,330636.58640183345,331768.88804430864,332901.1896867838,334033.49132925895,335165.79297173413,336298.09461420926,337430.39625668444,338562.6978991596,339694.9995416348,340827.30118411,341959.6028265852,343091.90446906036,344224.20611153555,345356.5077540107,346488.80939648586,347621.111038961,348753.41268143617,349885.71432391135,351018.01596638653,352150.3176088617,353282.6192513369,354414.9208938121,355547.2225362872,356679.5241787624,357811.8258212376,358944.1274637127,360076.4291061879,361208.7307486631,362341.03239113826,363473.33403361344,364605.6356760886,365737.93731856375,366870.23896103894,368002.5406035141,369134.8422459893,370267.1438884645,371399.4455309396,372531.7471734148,373664.04881589,374796.35045836517,375928.6521008403,377060.9537433155,378193.25538579066,379325.55702826584,380457.858670741,381590.16031321615,382722.46195569134,383854.7635981665,384987.0652406417,386119.3668831169,387251.668525592,388383.9701680672,389516.2718105424,390648.57345301757,391780.87509549275,392913.1767379679,394045.47838044306,395177.78002291825,396310.08166539343,397442.3833078686,398574.68495034374,399706.9865928189,400839.2882352941,401971.5898777693,403103.8915202445,404236.1931627196,405368.4948051948,406500.79644766997,407633.09809014515,408765.3997326203,409897.70137509546,411030.00301757065,412162.30466004583,413294.606302521,414426.90794499614,415559.2095874713,416691.5112299465,417823.8128724217,418956.1145148969,420088.416157372,421220.7177998472,422353.0194423224,423485.32108479756,424617.62272727274,425749.92436974787,426882.22601222305,428014.52765469823,429146.8292971734,430279.1309396486,431411.4325821237,432543.7342245989,433676.0358670741,434808.3375095493,435940.63915202447,437072.9407944996,438205.2424369748,439337.54407944996,440469.84572192514,441602.14736440027,442734.44900687545,443866.75064935064,444999.0522918258
Indiana,106442.9329201102,106794.32578419798,107145.71864828577,107497.11151237355,107848.50437646132,108199.89724054912,108551.2901046369,108902.68296872468,109254.07583281246,109605.46869690025,109956.86156098804,110308.25442507581,110659.64728916361,111011.04015325138,111362.43301733916,111713.82588142695,112065.21874551474,112416.61160960252,112768.00447369031,113119.3973377781,113470.79020186586,113822.18306595365,114173.57593004144,114524.96879412922,114876.361658217,115227.7545223048,115579.14738639258,115930.54025048036,116281.93311456815,116633.32597865592,116984.7188427437,117336.11170683149,117687.50457091928,118038.89743500706,118390.29029909485,118741.68316318264,119093.0760272704,119444.46889135819,119795.86175544598,120147.25461953376,120498.64748362155,120850.04034770934,121201.43321179712,121552.8260758849,121904.21893997269,122255.61180406046,122607.00466814825,122958.39753223603,123309.79039632382,123661.1832604116,124012.57612449939,124363.96898858718,124715.36185267495,125066.75471676273,125418.14758085052,125769.5404449383,126120.93330902609,126472.32617311388,126823.71903720166,127175.11190128945,127526.50476537723,127877.897629465,128229.29049355279,128580.68335764058,128932.07622172836,129283.46908581615,129634.86194990393,129986.25481399172,130337.64767807949,130689.04054216728,131040.43340625506,131391.82627034286,131743.21913443063,132094.6119985184,132446.0048626062,132797.397726694,133148.79059078178,133500.18345486955,133851.57631895732,134202.96918304512,134554.36204713292,134905.7549112207,135257.14777530846,135608.54063939626,135959.93350348403,136311.32636757183,136662.7192316596,137014.11209574738,137365.50495983518,137716.89782392298,138068.29068801075,138419.68355209852,138771.07641618632,139122.4692802741,139473.8621443619,139825.25500844966,140176.64787253743,140528.04073662523,140879.43360071303,141230.8264648008,141582.21932888858,141933.61219297635,142285.00505706415,142636.39792115195,142987.79078523972,143339.1836493275,143690.5765134153,144041.9693775031,144393.36224159086,144744.75510567863,145096.1479697664,145447.5408338542,145798.933697942,146150.32656202978,146501.71942611755,146853.11229020535,147204.50515429312,147555.89801838092,147907.2908824687,148258.68374655646,148610.07661064426,148961.46947473206,149312.86233881983,149664.2552029076,150015.6480669954,150367.04093108317,150718.43379517097,151069.82665925875,151421.21952334652,151772.61238743432,152124.00525152212,152475.3981156099,152826.79097969766,153178.18384378543,153529.57670787323,153880.96957196103,154232.3624360488,154583.75530013657
Arizona,130155.55661157024,131254.3283491909,132353.10008681158,133451.87182443225,134550.64356205292,135649.4152996736,136748.18703729426,137846.95877491494,138945.7305125356,140044.50225015625,141143.27398777692,142242.0457253976,143340.81746301826,144439.58920063893,145538.3609382596,146637.13267588028,147735.90441350095,148834.67615112162,149933.4478887423,151032.21962636293,152130.9913639836,153229.76310160427,154328.53483922494,155427.3065768456,156526.0783144663,157624.85005208696,158723.62178970763,159822.3935273283,160921.16526494897,162019.93700256964,163118.70874019028,164217.48047781095,165316.25221543162,166415.0239530523,167513.79569067297,168612.56742829364,169711.3391659143,170810.11090353498,171908.88264115565,173007.65437877632,174106.42611639696,175205.19785401764,176303.9695916383,177402.74132925898,178501.51306687965,179600.28480450032,180699.056542121,181797.82827974166,182896.60001736233,183995.371754983,185094.14349260367,186192.91523022432,187291.686967845,188390.45870546566,189489.23044308633,190588.002180707,191686.77391832767,192785.54565594834,193884.317393569,194983.08913118968,196081.86086881036,197180.63260643103,198279.40434405167,199378.17608167234,200476.947819293,201575.71955691368,202674.49129453435,203773.26303215502,204872.0347697757,205970.80650739637,207069.57824501704,208168.34998263768,209267.12172025838,210365.89345787902,211464.66519549972,212563.43693312036,213662.20867074106,214760.9804083617,215859.75214598235,216958.52388360305,218057.2956212237,219156.0673588444,220254.83909646503,221353.61083408573,222452.38257170637,223551.15430932707,224649.92604694772,225748.69778456842,226847.46952218906,227946.2412598097,229045.0129974304,230143.78473505104,231242.55647267174,232341.32821029238,233440.09994791308,234538.87168553373,235637.64342315443,236736.41516077507,237835.18689839577,238933.9586360164,240032.73037363705,241131.50211125775,242230.2738488784,243329.0455864991,244427.81732411974,245526.58906174044,246625.36079936108,247724.13253698178,248822.90427460242,249921.67601222312,251020.44774984376,252119.2194874644,253217.9912250851,254316.76296270575,255415.53470032645,256514.3064379471,257613.0781755678,258711.84991318843,259810.62165080913,260909.39338842977,262008.16512605041,263106.9368636711,264205.70860129176,265304.48033891246,266403.2520765331,267502.0238141538,268600.79555177444,269699.56728939514,270798.3390270158,271897.1107646365,272995.8825022571,274094.65423987777,275193.42597749847,276292.1977151191,277390.9694527398,278489.74119036045,279588.51292798115,280687.2846656018
Tennessee,121889.20619834709,122399.9573546774,122910.7085110077,123421.459667338,123932.2108236683,124442.9619799986,124953.71313632891,125464.4642926592,125975.2154489895,126485.9666053198,126996.7177616501,127507.46891798041,128018.22007431071,128528.97123064101,129039.7223869713,129550.4735433016,130061.22469963192,130571.97585596221,131082.7270122925,131593.47816862282,132104.2293249531,132614.98048128342,133125.73163761373,133636.48279394401,134147.2339502743,134657.9851066046,135168.73626293492,135679.4874192652,136190.23857559552,136700.98973192583,137211.7408882561,137722.49204458643,138233.24320091674,138743.99435724702,139254.7455135773,139765.49666990762,140276.24782623793,140786.9989825682,141297.75013889853,141808.50129522884,142319.25245155912,142830.00360788943,143340.75476421975,143851.50592055003,144362.2570768803,144873.00823321062,145383.75938954094,145894.51054587122,146405.26170220153,146916.01285853185,147426.76401486213,147937.51517119244,148448.26632752275,148959.01748385304,149469.76864018332,149980.51979651363,150491.27095284394,151002.02210917423,151512.77326550454,152023.52442183485,152534.27557816514,153045.02673449545,153555.77789082576,154066.52904715604,154577.28020348633,155088.03135981664,155598.78251614695,156109.53367247724,156620.28482880755,157131.03598513786,157641.78714146814,158152.53829779846,158663.28945412877,159174.04061045905,159684.79176678933,160195.54292311965,160706.29407944996,161217.04523578024,161727.79639211055,162238.54754844087,162749.29870477115,163260.04986110146,163770.80101743178,164281.55217376206,164792.30333009234,165303.05448642265,165813.80564275297,166324.55679908325,166835.30795541356,167346.05911174387,167856.81026807416,168367.56142440444,168878.31258073478,169389.06373706507,169899.81489339535,170410.5660497257,170921.31720605597,171432.06836238626,171942.81951871654,172453.57067504688,172964.32183137716,173475.07298770745,173985.8241440378,174496.57530036807,175007.32645669836,175518.0776130287,176028.82876935898,176539.57992568926,177050.33108201955,177561.0822383499,178071.83339468017,178582.58455101046,179093.3357073408,179604.08686367108,180114.83802000136,180625.5891763317,181136.340332662,181647.09148899227,182157.84264532255,182668.5938016529,183179.34495798318,183690.09611431346,184200.8472706438,184711.5984269741,185222.34958330437,185733.1007396347,186243.851895965,186754.60305229528,187265.35420862556,187776.1053649559,188286.8565212862,188797.60767761647,189308.3588339468,189819.1099902771,190329.86114660738,190840.61230293772,191351.363459268,191862.1146155983
Missouri,115938.79903581267,116284.6571752668,116630.51531472092,116976.37345417505,117322.23159362917,117668.08973308331,118013.94787253744,118359.80601199158,118705.6641514457,119051.52229089983,119397.38043035395,119743.23856980808,120089.0967092622,120434.95484871634,120780.81298817047,121126.6711276246,121472.52926707873,121818.38740653286,122164.24554598698,122510.1036854411,122855.96182489523,123201.81996434937,123547.6781038035,123893.53624325762,124239.39438271176,124585.25252216589,124931.11066162001,125276.96880107415,125622.82694052828,125968.6850799824,126314.54321943653,126660.40135889067,127006.25949834479,127352.11763779892,127697.97577725304,128043.83391670718,128389.69205616131,128735.55019561543,129081.40833506956,129427.2664745237,129773.12461397782,130118.98275343195,130464.84089288607,130810.69903234021,131156.55717179435,131502.41531124845,131848.2734507026,132194.13159015673,132539.98972961085,132885.84786906498,133231.7060085191,133577.56414797326,133923.42228742735,134269.2804268815,134615.1385663356,134960.99670578976,135306.85484524388,135652.712984698,135998.57112415213,136344.42926360626,136690.2874030604,137036.1455425145,137382.00368196866,137727.8618214228,138073.71996087692,138419.57810033104,138765.43623978517,139111.29437923932,139457.15251869342,139803.01065814757,140148.86879760167,140494.72693705582,140840.58507650995,141186.44321596407,141532.3013554182,141878.15949487232,142224.01763432648,142569.87577378057,142915.73391323473,143261.59205268885,143607.45019214298,143953.3083315971,144299.16647105123,144645.02461050538,144990.88274995948,145336.74088941363,145682.59902886773,146028.45716832188,146374.315307776,146720.17344723013,147066.0315866843,147411.88972613838,147757.74786559254,148103.60600504663,148449.4641445008,148795.3222839549,149141.18042340904,149487.03856286316,149832.8967023173,150178.75484177144,150524.61298122554,150870.4711206797,151216.32926013382,151562.18739958794,151908.04553904207,152253.9036784962,152599.76181795035,152945.61995740444,153291.4780968586,153637.3362363127,153983.19437576685,154329.05251522097,154674.9106546751,155020.76879412922,155366.62693358335,155712.4850730375,156058.3432124916,156404.20135194575,156750.05949139988,157095.917630854,157441.77577030813,157787.63390976225,158133.4920492164,158479.3501886705,158825.20832812466,159171.06646757876,159516.9246070329,159862.78274648704,160208.64088594116,160554.4990253953,160900.3571648494,161246.21530430357,161592.07344375766,161937.93158321182,162283.78972266594,162629.64786212007,162975.5060015742,163321.36414102832
Maryland,253256.87369146006,253736.46432969882,254216.05496793758,254695.64560617635,255175.2362444151,255654.82688265387,256134.41752089266,256614.00815913142,257093.59879737018,257573.18943560898,258052.78007384774,258532.3707120865,259011.96135032526,259491.55198856402,259971.1426268028,260450.73326504155,260930.3239032803,261409.91454151907,261889.50517975783,262369.09581799665,262848.68645623536,263328.2770944742,263807.86773271294,264287.4583709517,264767.04900919046,265246.6396474292,265726.230285668,266205.82092390675,266685.4115621455,267165.0022003843,267644.59283862304,268124.1834768618,268603.7741151006,269083.3647533393,269562.95539157814,270042.5460298169,270522.13666805567,271001.72730629443,271481.3179445332,271960.90858277195,272440.4992210107,272920.0898592495,273399.68049748824,273879.271135727,274358.86177396576,274838.4524122046,275318.0430504433,275797.6336886821,276277.22432692087,276756.81496515963,277236.4056033984,277715.99624163716,278195.5868798759,278675.1775181147,279154.76815635344,279634.3587945922,280113.94943283097,280593.5400710697,281073.13070930855,281552.72134754725,282032.3119857861,282511.90262402483,282991.4932622636,283471.08390050236,283950.6745387411,284430.2651769799,284909.85581521865,285389.4464534574,285869.03709169617,286348.62772993493,286828.2183681737,287307.8090064125,287787.3996446512,288266.99028289004,288746.5809211288,289226.17155936756,289705.7621976063,290185.3528358451,290664.94347408385,291144.5341123226,291624.1247505614,292103.71538880013,292583.3060270389,293062.89666527766,293542.4873035165,294022.0779417552,294501.668579994,294981.25921823276,295460.8498564715,295940.4404947103,296420.03113294905,296899.6217711878,297379.2124094266,297858.80304766534,298338.3936859041,298817.98432414286,299297.5749623816,299777.16560062044,300256.75623885915,300736.34687709797,301215.93751533673,301695.5281535755,302175.11879181425,302654.709430053,303134.3000682918,303613.89070653054,304093.4813447693,304573.07198300806,305052.6626212469,305532.2532594856,306011.8438977244,306491.4345359631,306971.02517420193,307450.61581244064,307930.20645067946,308409.7970889182,308889.387727157,309368.97836539574,309848.5690036345,310328.15964187327,310807.750280112,311287.34091835085,311766.93155658955,312246.5221948284,312726.1128330671,313205.7034713059,313685.2941095446,314164.8847477834,314644.4753860222,315124.06602426094,315603.6566624997,316083.24730073847,316562.83793897723,317042.428577216,317522.0192154548,318001.6098536935,318481.20049193234,318960.79113017104
Wisconsin,134561.30550964188,134975.89099127252,135390.47647290322,135805.06195453386,136219.64743616455,136634.23291779522,137048.8183994259,137463.40388105655,137877.98936268722,138292.5748443179,138707.16032594856,139121.74580757922,139536.3312892099,139950.91677084056,140365.50225247123,140780.08773410192,141194.67321573256,141609.25869736326,142023.8441789939,142438.4296606246,142853.01514225523,143267.60062388593,143682.18610551656,144096.77158714726,144511.35706877793,144925.9425504086,145340.52803203926,145755.11351366993,146169.6989953006,146584.28447693127,146998.86995856193,147413.4554401926,147828.04092182327,148242.62640345393,148657.21188508463,149071.79736671527,149486.38284834597,149900.9683299766,150315.5538116073,150730.13929323794,151144.72477486863,151559.31025649927,151973.89573812997,152388.4812197606,152803.0667013913,153217.65218302197,153632.23766465264,154046.8231462833,154461.40862791397,154875.99410954464,155290.5795911753,155705.16507280598,156119.75055443664,156534.3360360673,156948.92151769798,157363.50699932867,157778.0924809593,158192.67796259,158607.26344422065,159021.84892585134,159436.43440748198,159851.01988911268,160265.60537074332,160680.190852374,161094.77633400468,161509.36181563535,161923.94729726602,162338.53277889668,162753.11826052735,163167.70374215802,163582.28922378868,163996.87470541935,164411.46018705002,164826.0456686807,165240.63115031138,165655.21663194202,166069.80211357272,166484.38759520336,166898.97307683405,167313.5585584647,167728.1440400954,168142.72952172603,168557.31500335672,168971.90048498736,169386.48596661806,169801.07144824872,170215.6569298794,170630.24241151006,171044.82789314073,171459.4133747714,171873.99885640206,172288.58433803273,172703.1698196634,173117.7553012941,173532.34078292473,173946.92626455543,174361.51174618606,174776.09722781676,175190.6827094474,175605.2681910781,176019.85367270873,176434.43915433943,176849.02463597007,177263.61011760077,177678.19559923143,178092.7810808621,178507.36656249277,178921.95204412343,179336.5375257541,179751.12300738477,180165.70848901544,180580.2939706461,180994.87945227677,181409.46493390744,181824.05041553813,182238.63589716877,182653.22137879947,183067.8068604301,183482.3923420608,183896.97782369144,184311.56330532214,184726.14878695278,185140.73426858347,185555.31975021414,185969.9052318448,186384.49071347548,186799.07619510614,187213.6616767368,187628.24715836748,188042.83263999815,188457.4181216288,188872.00360325948,189286.58908489015,189701.17456652084,190115.76004815148,190530.34552978218,190944.93101141282,191359.5164930435
Minnesota,158362.42079889806,159172.38837650762,159982.35595411717,160792.32353172672,161602.29110933628,162412.25868694586,163222.22626455541,164032.19384216497,164842.16141977452,165652.12899738408,166462.09657499363,167272.06415260318,168082.03173021274,168891.9993078223,169701.96688543184,170511.9344630414,171321.90204065098,172131.86961826053,172941.8371958701,173751.80477347964,174561.7723510892,175371.73992869875,176181.7075063083,176991.67508391786,177801.6426615274,178611.61023913696,179421.57781674652,180231.5453943561,181041.51297196565,181851.4805495752,182661.44812718476,183471.41570479432,184281.38328240387,185091.35086001342,185901.31843762298,186711.28601523253,187521.25359284208,188331.22117045164,189141.18874806122,189951.15632567077,190761.12390328033,191571.09148088988,192381.05905849944,193191.026636109,194000.99421371854,194810.9617913281,195620.92936893765,196430.8969465472,197240.86452415676,198050.8321017663,198860.7996793759,199670.76725698545,200480.734834595,201290.70241220456,202100.6699898141,202910.63756742366,203720.60514503322,204530.57272264277,205340.54030025232,206150.50787786188,206960.47545547143,207770.443033081,208580.41061069057,209390.37818830012,210200.34576590967,211010.31334351923,211820.28092112878,212630.24849873834,213440.2160763479,214250.18365395744,215060.151231567,215870.11880917655,216680.08638678613,217490.0539643957,218300.02154200524,219109.9891196148,219919.95669722435,220729.9242748339,221539.89185244346,222349.859430053,223159.82700766256,223969.79458527212,224779.76216288167,225589.72974049125,226399.6973181008,227209.66489571036,228019.6324733199,228829.60005092947,229639.56762853902,230449.53520614858,231259.50278375813,232069.47036136768,232879.43793897724,233689.4055165868,234499.37309419637,235309.34067180593,236119.30824941548,236929.27582702503,237739.2434046346,238549.21098224414,239359.1785598537,240169.14613746325,240979.1137150728,241789.08129268236,242599.0488702919,243409.0164479015,244218.98402551105,245028.9516031206,245838.91918073015,246648.8867583397,247458.85433594926,248268.82191355882,249078.78949116837,249888.75706877792,250698.72464638748,251508.69222399703,252318.6598016066,253128.62737921617,253938.59495682572,254748.56253443527,255558.53011204483,256368.49768965438,257178.46526726393,257988.4328448735,258798.40042248304,259608.3680000926,260418.33557770215,261228.30315531173,262038.2707329213,262848.23831053084,263658.20588814036,264468.17346574995,265278.14104335953,266088.10862096905,266898.0761985786,267708.04377618816,268518.01135379774,269327.97893140727
