NA,0,1,2,3,4,5.0,6.0,7,8,9,10,11,12,13,14,15,16,17,18.0,19.0,20.0,21,22.0,23,24,25.0,26,27,28.0,29,30,31.0,32,33.0,34,35,36.0,37,38,39,40,41,42,43,44,45.0,46.0,47.0,48.0,49,50,51,52.0,53,54,55.0,56.0,57,58.0,59,60,61,62,63.0,64,65,66,67,68,69.0,70,71,72.0,73,74,75,76,77,78,79,80.0,81.0,82.0,83.0,84,85.0,86,87.0,88,89.0,90.0,91,92,93.0,94,95
182.0,47.0,69.0,34.0,42.0,40.0,52.0,46.0,35.0,80.0,34.0,26.0,21.0,25.0,41.0,49.0,17.0,33.0,39.0,39.0,44.0,47.0,20.0,53.0,29.0,34.0,27.0,58.0,40.0,28.0,58.0,35.0,30.0,20.0,25.0,19.0,34.0,78.0,40.0,43.0,29.0,54.0,45.0,52.0,33.0,45.0,39.0,72.0,30.0,27.0,48.0,25.0,32.0,19.0,43.0,61.0,30.0,25.0,62.0,40.0,49.0,40.0,50.0,51.0,48.0,39.0,37.0,76.0,87.0,,33.0,,52.0,59.0,52.0,83.0,65.0,25.0,51.0,60.0,20.0,60.0,43.0,38.0,85.0,26.0,40.0,51.0,51.0,21.0,53.0,41.0,65.0,44.0,36.0,25.0,35.0
189.0,48.0,70.0,35.0,43.0,41.0,53.0,47.0,35.0,79.0,34.0,27.0,22.0,26.0,42.0,48.0,18.0,33.0,40.0,39.0,43.0,46.0,21.0,52.0,30.0,35.0,28.0,57.0,40.0,29.0,57.0,36.0,29.0,20.0,27.0,20.0,36.0,82.0,34.0,45.0,28.0,52.0,43.0,56.0,32.0,48.0,40.0,71.0,32.0,28.0,47.0,25.0,34.0,24.0,46.0,63.0,32.0,28.0,60.0,40.0,51.0,39.0,50.0,49.0,48.0,40.0,37.0,69.0,78.0,,34.0,,,59.0,56.0,86.0,60.0,26.0,55.0,65.0,22.0,58.0,46.0,41.0,86.0,25.0,39.0,49.0,51.0,20.0,50.0,44.0,59.0,44.0,36.0,27.0,35.0
196.0,48.0,71.0,35.0,44.0,41.0,52.0,47.0,35.0,73.0,34.0,27.0,23.0,27.0,43.0,49.0,19.0,34.0,41.0,41.0,42.0,47.0,22.0,50.0,31.0,35.0,29.0,55.0,40.0,29.0,56.0,36.0,29.0,21.0,27.0,22.0,38.0,79.0,35.0,45.0,34.0,51.0,43.0,52.0,32.0,53.0,40.0,67.0,33.0,29.0,47.0,25.0,38.0,25.0,41.0,66.0,31.0,30.0,62.0,42.0,52.0,33.0,52.0,47.0,46.0,39.0,38.0,77.0,72.0,,34.0,,,61.0,58.0,86.0,56.0,28.0,54.0,65.0,25.0,56.0,49.0,39.0,89.0,27.0,37.0,47.0,50.0,21.0,52.0,42.0,58.0,46.0,35.0,31.0,36.0
203.0,48.0,72.0,36.0,45.0,42.0,50.0,47.0,34.0,72.0,34.0,28.0,23.0,28.0,44.0,50.0,20.0,35.0,43.0,41.0,43.0,47.0,23.0,50.0,32.0,36.0,29.0,56.0,42.0,32.0,56.0,36.0,29.0,23.0,27.0,23.0,40.0,74.0,35.0,45.0,34.0,53.0,43.0,53.0,34.0,52.0,39.0,64.0,31.0,28.0,42.0,25.0,41.0,26.0,40.0,65.0,36.0,29.0,63.0,46.0,54.0,33.0,50.0,46.0,44.0,37.0,40.0,72.0,74.0,,35.0,,,58.0,57.0,82.0,68.0,30.0,55.0,66.0,24.0,52.0,48.0,40.0,90.0,25.0,39.0,50.0,49.0,20.0,56.0,43.0,63.0,51.0,38.0,31.0,36.0
210.0,49.0,74.0,37.0,47.0,42.0,50.0,48.0,35.0,70.0,35.0,28.0,24.0,28.0,44.0,51.0,21.0,37.0,42.0,41.0,45.0,50.0,24.0,51.0,33.0,35.0,31.0,55.0,44.0,32.0,55.0,36.0,31.0,23.0,28.0,24.0,41.0,73.0,37.0,48.0,32.0,53.0,45.0,57.0,33.0,53.0,40.0,62.0,32.0,28.0,43.0,26.0,43.0,28.0,44.0,69.0,37.0,30.0,66.0,47.0,52.0,36.0,56.0,42.0,47.0,37.0,39.0,81.0,75.0,,36.0,,,53.0,57.0,83.0,69.0,31.0,53.0,63.0,27.0,52.0,49.0,42.0,89.0,25.0,39.0,50.0,43.0,22.0,61.0,46.0,65.0,47.0,41.0,31.0,36.0
217.0,50.0,76.0,38.0,48.0,43.0,51.0,49.0,38.0,73.0,35.0,29.0,24.0,28.0,46.0,51.0,22.0,38.0,42.0,42.0,46.0,52.0,25.0,53.0,34.0,36.0,31.0,54.0,45.0,32.0,55.0,37.0,32.0,24.0,29.0,24.0,43.0,71.0,38.0,44.0,34.0,54.0,48.0,57.0,34.0,52.0,40.0,62.0,32.0,30.0,43.0,27.0,42.0,25.0,43.0,68.0,36.0,30.0,71.0,46.0,50.0,37.0,59.0,45.0,47.0,38.0,40.0,90.0,75.0,,35.0,,,51.0,55.0,82.0,77.0,31.0,52.0,57.0,27.0,47.0,52.0,43.0,88.0,26.0,41.0,51.0,44.0,23.0,65.0,43.0,71.0,52.0,43.0,32.0,35.0
224.0,51.0,78.0,39.0,49.0,45.0,52.0,50.0,38.0,75.0,35.0,30.0,24.0,29.0,46.0,48.0,23.0,38.0,45.0,43.0,47.0,52.0,26.0,56.0,34.0,36.0,32.0,55.0,43.0,33.0,57.0,37.0,35.0,23.0,30.0,24.0,45.0,70.0,41.0,47.0,29.0,56.0,45.0,60.0,35.0,51.0,42.0,61.0,33.0,30.0,45.0,24.0,40.0,27.0,44.0,68.0,34.0,32.0,72.0,47.0,52.0,39.0,60.0,49.0,49.0,41.0,40.0,92.0,76.0,,35.0,,,46.0,52.0,85.0,78.0,30.0,53.0,57.0,27.0,50.0,54.0,42.0,83.0,26.0,41.0,50.0,43.0,24.0,69.0,43.0,70.0,59.0,46.0,29.0,33.0
231.0,52.0,78.0,39.0,49.0,45.0,54.0,52.0,41.0,76.0,36.0,31.0,25.0,30.0,46.0,48.0,24.0,39.0,43.0,44.0,47.0,52.0,27.0,56.0,34.0,38.0,32.0,55.0,43.0,31.0,59.0,37.0,35.0,23.0,32.0,25.0,44.0,80.0,42.0,46.0,28.0,56.0,49.0,67.0,32.0,52.0,42.0,62.0,34.0,33.0,48.0,25.0,41.0,28.0,44.0,67.0,28.0,34.0,72.0,48.0,54.0,37.0,63.0,53.0,49.0,42.0,41.0,81.0,80.0,,36.0,,,47.0,54.0,82.0,67.0,32.0,55.0,61.0,33.0,54.0,58.0,42.0,83.0,25.0,44.0,51.0,44.0,27.0,72.0,45.0,65.0,,48.0,29.0,40.0
238.0,52.0,79.0,39.0,50.0,46.0,56.0,54.0,41.0,77.0,37.0,31.0,25.0,31.0,46.0,49.0,25.0,39.0,44.0,46.0,47.0,51.0,28.0,58.0,35.0,39.0,34.0,55.0,42.0,33.0,60.0,38.0,34.0,24.0,33.0,27.0,44.0,82.0,41.0,47.0,28.0,58.0,47.0,65.0,37.0,55.0,43.0,67.0,35.0,34.0,50.0,24.0,41.0,27.0,42.0,67.0,30.0,36.0,73.0,49.0,58.0,35.0,59.0,50.0,52.0,43.0,44.0,66.0,76.0,,35.0,,,49.0,52.0,79.0,61.0,31.0,61.0,60.0,33.0,60.0,53.0,43.0,85.0,26.0,43.0,49.0,45.0,25.0,72.0,46.0,66.0,,49.0,29.0,40.0
245.0,54.0,80.0,40.0,51.0,47.0,57.0,55.0,41.0,76.0,38.0,33.0,26.0,32.0,46.0,50.0,27.0,41.0,44.0,48.0,47.0,51.0,31.0,61.0,37.0,38.0,35.0,57.0,43.0,35.0,62.0,39.0,35.0,26.0,33.0,28.0,45.0,86.0,43.0,50.0,28.0,59.0,47.0,65.0,38.0,57.0,43.0,69.0,36.0,32.0,56.0,24.0,44.0,31.0,41.0,67.0,34.0,37.0,71.0,52.0,61.0,42.0,61.0,50.0,55.0,46.0,44.0,67.0,83.0,,36.0,,,49.0,55.0,73.0,55.0,33.0,65.0,65.0,36.0,59.0,51.0,45.0,85.0,25.0,46.0,50.0,42.0,26.0,78.0,50.0,61.0,,49.0,30.0,39.0
252.0,55.0,79.0,41.0,52.0,48.0,57.0,56.0,41.0,78.0,40.0,33.0,26.0,33.0,52.0,51.0,29.0,43.0,43.0,49.0,52.0,52.0,32.0,61.0,41.0,39.0,36.0,59.0,47.0,36.0,60.0,41.0,33.0,28.0,34.0,29.0,46.0,85.0,41.0,56.0,29.0,59.0,50.0,67.0,38.0,56.0,43.0,66.0,40.0,31.0,54.0,26.0,45.0,31.0,39.0,69.0,35.0,36.0,71.0,49.0,63.0,43.0,58.0,47.0,56.0,45.0,45.0,66.0,87.0,,37.0,,,55.0,58.0,75.0,62.0,33.0,68.0,76.0,36.0,58.0,52.0,50.0,87.0,28.0,48.0,55.0,40.0,27.0,83.0,51.0,60.0,,48.0,31.0,42.0
259.0,56.0,81.0,43.0,53.0,49.0,57.0,59.0,41.0,78.0,40.0,33.0,26.0,35.0,54.0,50.0,30.0,43.0,44.0,51.0,53.0,52.0,33.0,61.0,42.0,39.0,39.0,60.0,49.0,36.0,62.0,41.0,35.0,29.0,34.0,28.0,48.0,79.0,43.0,57.0,,60.0,51.0,63.0,41.0,54.0,46.0,65.0,43.0,32.0,54.0,28.0,45.0,34.0,39.0,73.0,36.0,36.0,70.0,49.0,58.0,47.0,61.0,46.0,56.0,45.0,45.0,74.0,84.0,,39.0,,,57.0,59.0,75.0,65.0,31.0,65.0,77.0,33.0,60.0,49.0,54.0,88.0,33.0,46.0,55.0,38.0,25.0,88.0,49.0,62.0,,46.0,32.0,58.0
