RegionID,753899,394463,394514,394692,394856,394347,394404,395025,394976,394865,395056,395121,394358,394530,394998,394458,395045,395055,394466,394475,394775,394492,394902,394714,394669,394910,394425,395012,394388,395031,395167,395238,394753,394653,394952,394521,394648,394304,395134,394457,394484,395115,395160,394666,394602
SizeRank,2,3,4,6,8,9,10,13,14,16,17,18,20,21,23,24,25,26,28,29,31,32,37,40,44,46,47,48,49,51,53,57,64,65,66,70,73,74,77,78,80,83,86,96,159
RegionName,"Los Angeles-Long Beach-Anaheim, CA","Chicago, IL","Dallas-Fort Worth, TX","Houston, TX","Miami-Fort Lauderdale, FL","Atlanta, GA","Boston, MA","Riverside, CA","Phoenix, AZ","Minneapolis-St Paul, MN","San Diego, CA","St. Louis, MO","Baltimore, MD","Denver, CO","Portland, OR","Charlotte, NC","Sacramento, CA","San Antonio, TX","Cincinnati, OH","Cleveland, OH","Las Vegas, NV","Columbus, OH","Nashville, TN","Jacksonville, FL","Hartford, CT","New Orleans, LA","Buffalo, NY","Raleigh, NC","Birmingham, AL","Rochester, NY","Tucson, AZ","Worcester, MA","Knoxville, TN","Greenville, SC","Ventura, CA","Dayton, OH","Greensboro, NC","Akron, OH","Stockton, CA","Charleston, SC","Colorado Springs, CO","Springfield, MA","Toledo, OH","Harrisburg, PA","Fort Collins, CO"
RegionType,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa,Msa
StateName,CA,IL,TX,TX,FL,GA,MA,CA,AZ,MN,CA,MO,MD,CO,OR,NC,CA,TX,OH,OH,NV,OH,TN,FL,CT,LA,NY,NC,AL,NY,AZ,MA,TN,SC,CA,OH,NC,OH,CA,SC,CO,MA,OH,PA,CO
2020-06-06,3049.0,5376.0,2675.0,3063.0,2105.0,4082.0,2489.0,1650.0,1411.0,1099.0,,1590.0,920.0,1335.0,1181.0,2076.0,1339.0,892.0,714.0,788.0,1186.0,959.0,,972.0,468.0,297.0,319.0,709.0,492.0,427.0,497.0,309.0,512.0,428.0,229.0,270.0,221.0,251.0,282.0,588.0,154.0,190.0,279.0,280.0,176.0
2020-06-13,3296.0,5787.0,2775.0,3240.0,2291.0,4014.0,2699.0,1764.0,1483.0,1136.0,,1655.0,940.0,1365.0,1232.0,2072.0,1456.0,945.0,721.0,827.0,1252.0,1002.0,,989.0,510.0,318.0,353.0,718.0,504.0,468.0,505.0,326.0,524.0,439.0,245.0,272.0,219.0,265.0,301.0,606.0,149.0,196.0,297.0,322.0,180.0
2020-06-20,3513.0,6188.0,2832.0,3293.0,2433.0,4045.0,2890.0,1812.0,1523.0,1193.0,,1670.0,959.0,1399.0,1258.0,2057.0,1533.0,958.0,730.0,851.0,1337.0,1034.0,,1005.0,526.0,325.0,396.0,712.0,505.0,514.0,503.0,341.0,534.0,436.0,266.0,283.0,232.0,277.0,319.0,610.0,156.0,203.0,301.0,361.0,183.0
2020-06-27,3693.0,6552.0,3018.0,3352.0,2568.0,4278.0,3006.0,1860.0,1514.0,1277.0,881.0,1718.0,993.0,1428.0,1280.0,2043.0,1595.0,978.0,759.0,886.0,1375.0,1087.0,,1024.0,536.0,333.0,447.0,713.0,537.0,537.0,494.0,344.0,544.0,425.0,275.0,295.0,233.0,292.0,324.0,619.0,158.0,196.0,292.0,337.0,188.0
2020-07-04,3793.0,6718.0,3002.0,3284.0,2643.0,4284.0,3100.0,1865.0,1494.0,1298.0,881.0,1759.0,993.0,1444.0,1303.0,2026.0,1662.0,957.0,757.0,887.0,1401.0,1111.0,,1040.0,547.0,323.0,469.0,722.0,536.0,574.0,479.0,344.0,538.0,429.0,277.0,289.0,238.0,296.0,329.0,620.0,157.0,207.0,292.0,297.0,188.0
2020-07-11,3777.0,6599.0,3026.0,3147.0,2621.0,4279.0,2836.0,1838.0,1453.0,1320.0,875.0,1682.0,968.0,1363.0,1265.0,1917.0,1636.0,934.0,752.0,881.0,1439.0,1077.0,,1016.0,532.0,322.0,464.0,691.0,529.0,550.0,472.0,323.0,511.0,417.0,271.0,287.0,233.0,291.0,323.0,589.0,147.0,194.0,278.0,287.0,180.0
2020-07-18,3815.0,6580.0,3026.0,3126.0,2622.0,4339.0,2808.0,1825.0,1423.0,1307.0,873.0,1709.0,967.0,1345.0,1294.0,1899.0,1653.0,937.0,759.0,878.0,1407.0,1088.0,,1002.0,530.0,324.0,450.0,691.0,542.0,562.0,447.0,312.0,504.0,431.0,272.0,289.0,225.0,304.0,309.0,589.0,145.0,198.0,270.0,263.0,182.0
2020-07-25,3893.0,6613.0,2929.0,3117.0,2605.0,4162.0,2791.0,1813.0,1394.0,1301.0,908.0,1722.0,961.0,1330.0,1317.0,1860.0,1608.0,929.0,744.0,886.0,1390.0,1076.0,,1014.0,537.0,325.0,454.0,674.0,535.0,575.0,450.0,303.0,497.0,434.0,276.0,291.0,222.0,302.0,308.0,586.0,145.0,201.0,281.0,277.0,184.0
2020-08-01,3945.0,6514.0,2972.0,3124.0,2592.0,4153.0,2684.0,1779.0,1405.0,1320.0,930.0,1674.0,949.0,1311.0,1323.0,1773.0,1568.0,949.0,735.0,883.0,1380.0,1067.0,,1009.0,516.0,329.0,452.0,642.0,538.0,541.0,442.0,288.0,481.0,439.0,286.0,298.0,221.0,296.0,306.0,575.0,146.0,190.0,273.0,292.0,184.0
2020-08-08,4094.0,6670.0,2932.0,3141.0,2563.0,4099.0,2852.0,1757.0,1413.0,1340.0,959.0,1725.0,961.0,1357.0,1352.0,1826.0,1565.0,934.0,738.0,905.0,1363.0,1106.0,,1000.0,490.0,328.0,479.0,665.0,548.0,568.0,425.0,286.0,493.0,453.0,302.0,309.0,222.0,311.0,299.0,579.0,157.0,194.0,277.0,299.0,193.0
2020-08-15,4123.0,6481.0,2924.0,3090.0,2519.0,4104.0,2751.0,1748.0,1389.0,1358.0,950.0,1681.0,946.0,1325.0,1333.0,1793.0,1552.0,918.0,732.0,907.0,1373.0,1094.0,,985.0,470.0,324.0,492.0,654.0,535.0,545.0,444.0,284.0,481.0,428.0,298.0,302.0,218.0,299.0,311.0,583.0,154.0,188.0,279.0,294.0,184.0
2020-08-22,4076.0,6374.0,2834.0,3060.0,2486.0,4169.0,2662.0,1727.0,1396.0,1359.0,944.0,1665.0,927.0,1326.0,1349.0,1820.0,1569.0,905.0,732.0,914.0,1417.0,1081.0,,964.0,465.0,314.0,486.0,661.0,531.0,531.0,441.0,291.0,482.0,431.0,293.0,303.0,222.0,302.0,313.0,596.0,158.0,180.0,284.0,264.0,181.0
2020-08-29,4093.0,6392.0,2861.0,3019.0,2546.0,4237.0,2578.0,1746.0,1389.0,1388.0,935.0,1669.0,867.0,1338.0,1360.0,1844.0,1587.0,901.0,730.0,917.0,1423.0,1076.0,,974.0,481.0,314.0,478.0,667.0,542.0,553.0,459.0,306.0,483.0,422.0,283.0,298.0,222.0,305.0,321.0,597.0,151.0,185.0,287.0,249.0,174.0
2020-09-05,4072.0,6234.0,2863.0,2963.0,2610.0,4266.0,2579.0,1762.0,1415.0,1386.0,934.0,1686.0,827.0,1352.0,1378.0,1874.0,1596.0,904.0,735.0,1100.0,1404.0,1067.0,,1010.0,500.0,307.0,479.0,666.0,538.0,573.0,470.0,317.0,478.0,421.0,266.0,293.0,231.0,350.0,316.0,602.0,154.0,192.0,326.0,234.0,165.0
2020-09-12,3961.0,6008.0,2788.0,2871.0,2585.0,4136.0,2448.0,1711.0,1433.0,1360.0,922.0,1644.0,846.0,1310.0,1345.0,1837.0,1544.0,891.0,709.0,1101.0,1375.0,1040.0,,1000.0,512.0,291.0,452.0,643.0,530.0,545.0,464.0,314.0,474.0,415.0,250.0,284.0,232.0,353.0,311.0,572.0,168.0,183.0,316.0,213.0,156.0
2020-09-19,3994.0,5879.0,2780.0,2865.0,2657.0,4003.0,2514.0,1689.0,1477.0,1373.0,864.0,1619.0,902.0,1292.0,1269.0,1820.0,1520.0,897.0,716.0,1106.0,1356.0,1052.0,,1016.0,509.0,285.0,441.0,652.0,534.0,541.0,479.0,316.0,478.0,420.0,242.0,285.0,224.0,361.0,300.0,548.0,193.0,191.0,308.0,220.0,144.0
2020-09-26,3981.0,5690.0,2663.0,2823.0,2608.0,3893.0,2520.0,1658.0,1514.0,1343.0,859.0,1623.0,980.0,1258.0,1214.0,1810.0,1502.0,866.0,710.0,1130.0,1348.0,1069.0,,1008.0,507.0,279.0,433.0,634.0,526.0,538.0,475.0,314.0,476.0,416.0,233.0,289.0,224.0,371.0,310.0,520.0,216.0,193.0,304.0,217.0,135.0
2020-10-03,3992.0,5468.0,2585.0,2732.0,2534.0,3685.0,2463.0,1612.0,1507.0,1299.0,839.0,1578.0,1038.0,1225.0,1171.0,1730.0,1431.0,841.0,695.0,938.0,1320.0,1043.0,,1007.0,499.0,275.0,403.0,605.0,505.0,495.0,480.0,305.0,464.0,414.0,255.0,289.0,213.0,324.0,321.0,494.0,218.0,181.0,252.0,215.0,122.0
2020-10-10,3879.0,5539.0,2567.0,2759.0,2599.0,3715.0,2378.0,1674.0,1520.0,1297.0,840.0,1644.0,1150.0,1239.0,1197.0,1749.0,1432.0,846.0,713.0,946.0,1337.0,1050.0,,993.0,498.0,285.0,409.0,620.0,515.0,513.0,477.0,306.0,465.0,429.0,266.0,297.0,212.0,324.0,320.0,511.0,222.0,184.0,250.0,233.0,122.0
2020-10-17,3670.0,5340.0,2545.0,2719.0,2542.0,3658.0,2086.0,1734.0,1515.0,1261.0,888.0,1647.0,1161.0,1213.0,1226.0,1718.0,1428.0,828.0,700.0,948.0,1308.0,1048.0,,959.0,516.0,282.0,401.0,605.0,500.0,508.0,472.0,303.0,447.0,412.0,276.0,292.0,216.0,315.0,322.0,503.0,204.0,187.0,252.0,234.0,121.0
2020-10-24,3463.0,5217.0,2491.0,2727.0,2553.0,3609.0,1901.0,1780.0,1532.0,1239.0,888.0,1635.0,1203.0,1190.0,1232.0,1666.0,1416.0,832.0,707.0,920.0,1287.0,1018.0,,965.0,514.0,277.0,397.0,615.0,478.0,496.0,475.0,288.0,459.0,406.0,281.0,293.0,211.0,303.0,307.0,509.0,207.0,183.0,255.0,241.0,110.0
2020-10-31,3244.0,5153.0,2461.0,2766.0,2556.0,3684.0,1683.0,1813.0,1555.0,1223.0,889.0,1623.0,1237.0,1151.0,1237.0,1642.0,1464.0,850.0,722.0,907.0,1301.0,1007.0,,903.0,515.0,269.0,390.0,620.0,485.0,488.0,468.0,282.0,461.0,394.0,269.0,286.0,210.0,293.0,306.0,524.0,204.0,188.0,261.0,240.0,109.0
2020-11-07,3145.0,4871.0,2432.0,2696.0,2469.0,3610.0,1591.0,1731.0,1554.0,1165.0,864.0,1532.0,1147.0,1102.0,1179.0,1580.0,1427.0,830.0,692.0,876.0,1259.0,971.0,,896.0,490.0,245.0,372.0,593.0,458.0,483.0,464.0,266.0,454.0,369.0,265.0,273.0,200.0,299.0,297.0,493.0,184.0,188.0,253.0,230.0,97.0
2020-11-14,3034.0,4703.0,2377.0,2616.0,2352.0,3573.0,1545.0,1626.0,1524.0,1091.0,832.0,1491.0,1107.0,1046.0,1134.0,1521.0,1356.0,810.0,679.0,834.0,1247.0,936.0,,889.0,444.0,245.0,350.0,580.0,455.0,458.0,463.0,251.0,463.0,364.0,252.0,272.0,192.0,290.0,292.0,484.0,177.0,170.0,243.0,217.0,87.0
2020-11-21,2917.0,4503.0,2358.0,2584.0,2277.0,3531.0,1449.0,1567.0,1492.0,1027.0,803.0,1413.0,1053.0,997.0,1085.0,1487.0,1319.0,808.0,651.0,801.0,1224.0,894.0,,843.0,413.0,251.0,316.0,552.0,451.0,427.0,465.0,241.0,456.0,359.0,246.0,257.0,185.0,278.0,272.0,486.0,160.0,172.0,231.0,203.0,91.0
2020-11-28,2715.0,4206.0,2239.0,2480.0,2150.0,3331.0,1311.0,1479.0,1407.0,937.0,758.0,1319.0,983.0,934.0,1014.0,1433.0,1206.0,760.0,585.0,745.0,1146.0,833.0,,815.0,378.0,242.0,292.0,527.0,431.0,403.0,455.0,227.0,463.0,339.0,226.0,245.0,179.0,260.0,260.0,460.0,151.0,155.0,211.0,185.0,82.0
2020-12-05,2675.0,4004.0,2206.0,2372.0,2127.0,3269.0,1168.0,1464.0,1358.0,906.0,734.0,1237.0,928.0,854.0,926.0,1356.0,1126.0,767.0,562.0,721.0,1111.0,772.0,,811.0,374.0,244.0,273.0,491.0,422.0,360.0,447.0,211.0,447.0,324.0,213.0,240.0,173.0,233.0,242.0,450.0,145.0,136.0,203.0,177.0,80.0
2020-12-12,2630.0,3853.0,2147.0,2362.0,2207.0,3171.0,1103.0,1467.0,1350.0,854.0,732.0,1190.0,918.0,824.0,909.0,1313.0,1103.0,759.0,533.0,683.0,1206.0,732.0,,811.0,342.0,239.0,245.0,469.0,404.0,347.0,428.0,192.0,422.0,322.0,213.0,224.0,169.0,225.0,228.0,439.0,137.0,134.0,196.0,173.0,79.0
2020-12-19,2516.0,3686.0,2099.0,2266.0,2204.0,3055.0,1011.0,1384.0,1315.0,798.0,687.0,1155.0,879.0,757.0,841.0,1244.0,1016.0,723.0,502.0,674.0,1162.0,685.0,,790.0,318.0,228.0,236.0,447.0,386.0,312.0,406.0,180.0,393.0,302.0,199.0,220.0,166.0,212.0,219.0,410.0,125.0,120.0,180.0,157.0,70.0
2020-12-26,2426.0,3470.0,2015.0,2159.0,2151.0,2951.0,915.0,1327.0,1259.0,740.0,641.0,1103.0,819.0,688.0,781.0,1124.0,975.0,691.0,460.0,633.0,1159.0,636.0,,765.0,291.0,215.0,211.0,419.0,348.0,274.0,381.0,158.0,351.0,284.0,190.0,198.0,159.0,187.0,212.0,386.0,119.0,117.0,166.0,145.0,70.0
2021-01-02,2162.0,3134.0,1859.0,2003.0,2060.0,2690.0,820.0,1184.0,1179.0,654.0,565.0,1023.0,738.0,612.0,717.0,990.0,876.0,641.0,415.0,562.0,1090.0,575.0,,687.0,249.0,200.0,187.0,383.0,312.0,230.0,349.0,148.0,313.0,269.0,173.0,174.0,145.0,164.0,190.0,356.0,111.0,111.0,148.0,128.0,67.0
2021-01-09,,,1730.0,1869.0,,,,1101.0,1128.0,600.0,507.0,,677.0,,,,,630.0,401.0,538.0,,,,673.0,253.0,192.0,,,299.0,,344.0,,288.0,,,170.0,136.0,150.0,,,,,139.0,,78.0
2021-01-16,,,1581.0,1792.0,,,,1061.0,1135.0,539.0,533.0,,660.0,,,,,624.0,417.0,500.0,,,,728.0,253.0,181.0,,,298.0,,342.0,,268.0,,,173.0,138.0,149.0,,,,,134.0,,90.0
2021-01-23,,,1629.0,1845.0,,,,1066.0,1224.0,544.0,592.0,,704.0,,,,,668.0,482.0,526.0,,,,815.0,272.0,201.0,,,348.0,,364.0,,281.0,,,193.0,147.0,167.0,,,,,146.0,,87.0
2021-01-30,,,1734.0,2000.0,,,,1167.0,1322.0,563.0,690.0,,774.0,,,,,691.0,540.0,550.0,,,,877.0,294.0,215.0,,,400.0,,390.0,,301.0,,,216.0,171.0,181.0,,,,,159.0,,84.0
2021-02-06,,,1860.0,2073.0,,,,1203.0,1388.0,588.0,750.0,,779.0,,,,,717.0,554.0,566.0,,,,855.0,299.0,215.0,,,418.0,,400.0,,311.0,,,223.0,185.0,184.0,,,,,156.0,,64.0
2021-02-13,,,2009.0,2155.0,,,,1246.0,1426.0,621.0,743.0,,794.0,,,,,740.0,551.0,580.0,,,,797.0,294.0,210.0,,,429.0,,411.0,,318.0,,,227.0,182.0,186.0,,,,,158.0,,53.0
2021-02-20,,,1939.0,1973.0,,,,1247.0,1466.0,652.0,745.0,,773.0,,,,,661.0,518.0,570.0,,,,729.0,302.0,202.0,,,422.0,,420.0,,313.0,,,216.0,175.0,183.0,,,,,156.0,,50.0
2021-02-27,,,1833.0,1838.0,,,,1238.0,1499.0,672.0,751.0,,751.0,,,,,607.0,491.0,582.0,,,,719.0,325.0,201.0,,,407.0,,425.0,,308.0,,,209.0,169.0,180.0,,,,,147.0,,51.0
2021-03-06,,,1758.0,1775.0,,,,1233.0,1503.0,696.0,762.0,,773.0,,,,,588.0,492.0,569.0,,,,726.0,327.0,206.0,,,398.0,,426.0,,308.0,,,206.0,162.0,176.0,,,,,147.0,,49.0
2021-03-13,,,1720.0,1796.0,,,,1234.0,1495.0,731.0,794.0,,793.0,,,,,593.0,522.0,582.0,,,,734.0,333.0,212.0,,,410.0,,419.0,,311.0,,,208.0,168.0,182.0,,,,,144.0,,47.0
2021-03-20,,,1871.0,2036.0,,,,1242.0,1470.0,778.0,797.0,,845.0,,,,,673.0,581.0,616.0,,,,759.0,349.0,225.0,,,416.0,,412.0,,317.0,,,227.0,177.0,193.0,,,,,148.0,,46.0
2021-03-27,,,2007.0,2220.0,,,,1257.0,1455.0,824.0,814.0,,892.0,,,,,810.0,631.0,631.0,,,635.0,775.0,352.0,229.0,,,415.0,,420.0,,326.0,,,240.0,165.0,206.0,,,,,159.0,,47.0
2021-04-03,,,2115.0,2277.0,,,,1239.0,1459.0,869.0,828.0,,915.0,,,,,835.0,654.0,662.0,,,648.0,783.0,368.0,225.0,,,397.0,,410.0,,322.0,,,259.0,149.0,219.0,,,,,163.0,,52.0
2021-04-10,,,2147.0,2242.0,,,,1210.0,1458.0,903.0,817.0,,914.0,,,,,864.0,633.0,657.0,,,619.0,793.0,395.0,225.0,,,370.0,,411.0,,318.0,,,254.0,119.0,213.0,,,,,167.0,,51.0
2021-04-17,,,2195.0,2311.0,,,,1230.0,1489.0,949.0,849.0,,947.0,,,,,901.0,643.0,666.0,,,634.0,798.0,409.0,229.0,,,357.0,,413.0,,322.0,,,256.0,96.0,220.0,,,,,172.0,,60.0
2021-04-24,,,2245.0,2370.0,,,,1231.0,1527.0,987.0,858.0,,980.0,,,,,861.0,663.0,691.0,,,666.0,812.0,411.0,232.0,,,346.0,,411.0,,326.0,,,268.0,78.0,223.0,,,,,184.0,,67.0
2021-05-01,,,2277.0,2434.0,,,,1245.0,1540.0,1033.0,856.0,,1004.0,,,,,870.0,677.0,694.0,,,681.0,810.0,427.0,240.0,,,349.0,,406.0,,332.0,,,269.0,69.0,224.0,,,,,191.0,,65.0
2021-05-08,,,2318.0,2483.0,,,,1261.0,1551.0,1087.0,890.0,,1056.0,,,,,859.0,709.0,719.0,,,717.0,815.0,439.0,242.0,,,349.0,,412.0,,350.0,,,286.0,67.0,235.0,,,,,190.0,,70.0
2021-05-15,,,2334.0,2469.0,,,,1232.0,1534.0,1104.0,874.0,,1052.0,,,,,865.0,720.0,715.0,,,724.0,805.0,435.0,243.0,,,331.0,,412.0,,342.0,,,282.0,62.0,233.0,,,,,194.0,,71.0
2021-05-22,,,2313.0,2475.0,,,,1243.0,1516.0,1145.0,892.0,,1066.0,,,,,881.0,729.0,730.0,,,724.0,804.0,454.0,240.0,,,335.0,,414.0,,350.0,,,273.0,70.0,235.0,,,,,190.0,,66.0
2021-05-29,,,2299.0,2459.0,,,,1255.0,1510.0,1183.0,912.0,,1084.0,,,,,889.0,727.0,751.0,,,734.0,805.0,457.0,237.0,,,339.0,,425.0,,359.0,,,268.0,71.0,241.0,,,,,190.0,,71.0
2021-06-05,,,2238.0,2403.0,,,,1232.0,1457.0,1121.0,904.0,,1044.0,,,,,891.0,714.0,730.0,,,693.0,796.0,450.0,238.0,,,323.0,,408.0,,346.0,,,251.0,69.0,241.0,,,,,186.0,,68.0
2021-06-12,,,2213.0,2435.0,,,,1274.0,1449.0,1132.0,932.0,,1058.0,,,,,897.0,712.0,760.0,,,701.0,807.0,420.0,229.0,,,335.0,,402.0,,353.0,,,258.0,69.0,245.0,,,,,188.0,,69.0
2021-06-19,,,2215.0,2429.0,,,,1275.0,1447.0,1113.0,940.0,,1038.0,,,,,901.0,710.0,764.0,,,710.0,797.0,455.0,234.0,,,331.0,,392.0,,349.0,,,269.0,63.0,245.0,,,,,191.0,,67.0
2021-06-26,,,2245.0,2440.0,,,,1258.0,1437.0,1092.0,929.0,,1016.0,,,,,903.0,714.0,760.0,,,712.0,799.0,451.0,230.0,,,328.0,,383.0,,346.0,,,274.0,59.0,249.0,,,,,190.0,,65.0
